Code	RA		N/S	DEC	Diameter	mag	Name
IC289	3.172000	+	61.317500	0.8	13.2	-
IC290	3.161889	+	40.975000	1.1	14.8	-
IC291	3.124056	-	12.586944	1.4	13.7	-
IC292	3.170250	+	40.765833	1.2	13.5	-
IC293	3.182250	+	41.137778	0.6	14.3	-
IC294	3.184194	+	40.621667	2.1	13.9	-
IC295	3.184194	+	40.621667	2.1	13.9	-
IC296	3.184194	+	40.621667	2.1	13.9	-
IC297	3.221778	+	42.148611	0.0	0.0	-
IC298	3.188417	+	1.315833	0.8	14.6	-
IC298	3.188750	+	1.313333	0.7	14.9	-
IC299	3.184028	-	13.109167	0.4	14.8	-
IC300	3.237722	+	42.415000	0.3	15.0	-
IC301	3.246583	+	42.223056	0.8	13.2	-
IC302	3.214250	+	4.706389	1.8	12.8	-
IC303	3.211333	-	11.689444	0.4	15.2	-
IC304	3.250389	+	37.881944	1.1	13.8	-
IC305	3.251028	+	37.860556	0.8	14.1	-
IC306	3.216722	-	11.715833	0.5	14.8	-
IC307	3.229222	-	0.241111	1.7	13.3	-
IC308	3.271083	+	41.181389	1.2	14.2	-
IC309	3.268389	+	40.804722	0.9	13.5	-
IC310	3.278611	+	41.324722	1.1	12.7	-
IC311	3.279667	+	40.004167	0.9	14.1	-
IC312	3.302333	+	41.754444	1.0	13.4	-
IC313	3.349417	+	41.894167	0.9	14.1	-
IC314	3.313833	-	1.973056	1.8	12.6	-
IC315	3.319250	+	4.039167	0.7	14.2	-
IC316	3.355528	+	41.928611	0.5	14.2	-
IC316	3.355528	+	41.931944	1.4	14.2	-
IC317	3.315389	-	12.739722	0.9	14.0	-
IC318	3.345500	-	14.568056	0.9	13.9	-
IC319	3.390917	+	41.400556	0.0	0.0	-
IC320	3.433111	+	40.789167	1.2	13.7	-
IC321	3.408194	-	14.985833	0.6	15.2	-
IC322	3.433472	+	3.680278	0.9	14.6	-
IC323	3.492639	+	41.855833	0.0	0.0	-
IC324	3.441167	-	21.355556	0.9	13.4	-
IC325	3.513556	-	7.046389	0.8	15.7	-
IC326	3.510139	-	14.425000	1.3	14.2	-
IC327	3.519500	-	14.692222	0.7	14.7	-
IC328	3.519722	-	14.637778	0.5	14.1	-
IC329	3.533694	+	0.280000	0.9	14.3	-
IC330	3.535528	+	0.353333	1.2	14.1	-
IC331	3.538611	+	0.282778	0.9	13.9	-
IC332	3.543722	+	1.383056	0.9	13.7	-
IC333	3.566861	-	5.107222	0.0	0.0	-
IC334	3.754750	+	76.637500	2.5	11.3	-
IC335	3.592000	-	34.446667	2.6	12.1	-
IC336	3.616667	+	23.400000	0.0	0.0	-
IC337	3.605917	-	6.715000	1.6	14.9	-
IC338	3.627250	+	3.118333	0.8	13.8	-
IC339	3.633861	-	18.399722	0.0	0.0	-
IC340	3.658028	-	13.115000	1.5	13.5	-
IC341	3.666667	+	22.000000	135.0	0.0	-
IC342	3.780111	+	68.095556	21.4	8.4	-
IC343	3.668639	-	18.443889	1.6	13.2	-
IC344	3.691528	-	4.665556	0.9	14.2	-
IC345	3.685861	-	18.314444	0.8	13.8	-
IC346	3.690250	-	18.371111	0.0	0.0	-
IC347	3.709028	-	4.298611	1.2	13.0	-
IC348	3.742806	+	32.163056	10.0	7.3	-
IC349	3.772222	+	23.939722	0.5	0.0	-
IC350	3.743500	-	11.800833	1.2	13.8	-
IC351	3.792500	+	35.047222	0.3	11.9	-
IC352	3.793722	-	8.731667	0.6	15.0	-
IC353	3.883417	+	25.800000	180.0	0.0	-
IC354	3.883333	+	23.000000	130.0	0.0	-
IC355	3.896194	+	19.974167	0.5	14.9	-
IC356	4.129528	+	69.811944	5.9	10.6	-
IC357	4.062194	+	22.159722	1.2	13.2	-
IC358	4.061889	+	19.895556	1.0	14.1	-
IC359	4.207889	+	27.703056	1.3	13.9	-
IC360	4.150000	+	26.100000	180.0	0.0	-
IC361	4.314056	+	58.249444	7.0	11.7	-
IC362	4.278444	-	12.199722	1.7	13.2	-
IC363	4.315333	+	3.032222	0.2	14.4	-
IC364	4.318500	+	3.189444	0.4	13.8	-
IC365	4.320611	+	3.348889	1.0	13.9	-
IC366	4.328194	+	2.360278	0.3	14.7	-
IC367	4.344722	-	14.780556	1.4	13.4	-
IC368	4.378528	-	12.614722	0.9	13.7	-
IC369	4.391167	-	11.789444	0.5	14.3	-
IC370	4.400500	-	9.395278	1.4	14.0	-
IC371	4.503472	-	0.560833	0.0	0.0	-
IC372	4.501167	-	5.010000	0.6	15.0	-
IC373	4.511861	-	4.869722	1.4	13.9	-
IC374	4.542444	+	16.635000	0.8	14.9	-
IC375	4.517556	-	12.973611	0.9	14.0	-
IC376	4.520472	-	12.433056	0.6	14.7	-
IC377	4.521250	-	12.455000	0.9	13.9	-
IC378	4.524417	-	12.299167	0.6	14.6	-
IC379	4.530806	-	7.237778	1.2	14.1	-
IC380	4.528139	-	12.927222	0.7	14.5	-
IC381	4.741222	+	75.639722	2.4	12.3	-
IC382	4.632056	-	9.519722	2.3	12.8	-
IC383	4.649444	+	9.892500	0.4	14.8	-
IC384	4.655056	-	7.838889	0.6	14.5	-
IC385	4.658722	-	7.096944	1.2	13.5	-
IC386	4.666250	-	9.455833	1.0	14.4	-
IC387	4.695611	-	7.086389	1.6	12.8	-
IC388	4.697889	-	7.304167	0.3	15.2	-
IC388	4.698417	-	7.305833	0.4	15.0	-
IC389	4.699889	-	7.310833	0.9	13.9	-
IC390	4.701056	-	7.205833	1.1	14.3	-
IC391	4.956139	+	78.189722	1.1	12.7	-
IC392	4.773833	+	3.505556	1.0	12.7	-
IC393	4.797694	-	15.525278	0.7	14.0	-
IC394	4.813333	-	6.266667	0.0	0.0	-
IC395	4.826056	+	0.253333	0.9	12.9	-
IC396	4.966333	+	68.323056	2.1	12.1	-
IC397	5.018472	+	40.425000	1.0	0.0	-
IC398	4.970139	-	7.780833	1.3	14.7	-
IC399	5.028889	-	4.288333	0.6	15.4	-
IC400	5.062667	-	15.819444	1.0	15.2	-
IC401	5.072167	-	10.075556	1.7	12.5	-
IC402	5.104083	-	9.107222	2.3	13.7	-
IC403	5.254389	+	39.972778	0.0	0.0	-
IC404	5.222111	+	9.754722	0.5	14.6	-
IC405	5.274833	+	34.356111	30.0	0.0	-
IC406	5.296889	+	39.885556	0.0	0.0	-
IC407	5.295167	-	15.523333	2.2	13.5	-
IC408	5.329083	-	25.064444	1.9	12.3	-
IC409	5.325972	+	3.317222	0.7	13.9	-
IC410	5.379167	+	33.413333	55.0	0.0	-
IC411	5.338472	-	25.324444	1.2	13.0	-
IC412	5.365750	+	3.486389	1.3	13.7	-
IC413	5.366306	+	3.482222	0.9	13.8	-
IC414	5.365278	+	3.343056	0.5	14.0	-
IC415	5.355972	-	15.542222	0.6	15.0	-
IC416	5.399000	-	17.260278	1.4	13.3	-
IC417	5.468306	+	34.423889	13.0	0.0	-
IC418	5.457861	-	12.696667	0.2	9.3	-
IC419	5.514444	+	30.118056	0.0	0.0	-
IC420	5.537222	-	4.520000	6.0	0.0	-
IC421	5.535694	-	7.917778	3.3	14.2	-
IC422	5.538472	-	17.223889	0.7	13.3	-
IC423	5.556111	-	0.614444	2.0	0.0	-
IC424	5.560333	-	0.413056	120.0	0.0	-
